barkod,naziv_spar,marka_spar,cijena_spar,akcijska_cijena_spar,kategorija_spar,naziv_kaufland,marka_kaufland,cijena_kaufland,akcijska_cijena_kaufland,kategorija_kaufland,razlika_eur,jeftiniji,razlika_posto
3850102006663,BOM.GUM.KIKI KISELI CRVI 90 g,Kiki,0.99,,Hrana,B_KiKi Gumioza Sour Worms 90g,KiKi,1.19,,,-0.2,spar,20.2
8700216938860,MASKA PANTENE HYDR.3MM  220 ml,Pantene,4.15,,Kozmetika,Pantene Pro-V Balzam Intensive Hyd.220ml,Pantene Pro-V,4.99,,,-0.84,spar,20.2
3850102214990,BOMBONI GUMENI KIKI COLA 90 g,Kiki,0.99,,Hrana,Kiki bomboni gumeni cola 90 g,Kiki,1.19,,,-0.2,spar,20.2
3858891730240,SIRUTKA OD KR.MLI.EUROMILK 1 L,Euro Milk,0.99,,Hrana,"Euromilk Sirutka 0,1% mm 1000 g PET",Euro-Milk,1.19,,,-0.2,spar,20.2
3850102508921,BOM.GUM.KIKI MEDO DUO 90 g,Kiki,0.99,,Hrana,Kiki bomboni gumeni Duo Medo 90 g,KiKi,1.19,,,-0.2,spar,20.2
3858887101504,BRAŠ.TAM.KRUH T-1600 TENA 1 kg,Tena,1.19,,Hrana,Tena Brašno crno T-1600 1kg,Tena,0.99,,,0.2,kaufland,20.2
3830001711011,"PIVO LAŠKO ZLATOROG 0,5 L P.A.",Lasko,1.19,,Pića,"Laško Pivo Zlatorog svij. 4,9% 0,5L PB",Laško,0.99,,,0.2,kaufland,20.2
3856021302732,FLIPS POM BAR PAPRIKA 50 g,Pom Bär,0.99,,Hrana,Pom-Bär Snack paprika 50g,Pom-Bär,1.19,,,-0.2,spar,20.2
3850102216376,BOMB.GUMENI KIKI ZMIJA 100 g,Kiki,0.99,,Hrana,Kiki bomboni gumeni zmijice xxl 100 g,Kiki,1.19,,,-0.2,spar,20.2
3870128023772,VLAŽNE MARAMICE VESH TO GO 5/1,Vesh,1.19,,Sredstva za čišćenje,VESH Maramice za brzo uklanj.mrlja 5/1,VESH,0.99,,,0.2,kaufland,20.2
3856021302718,FLIPS POM BAR ORIGINAL 50 g,Pom Bär,0.99,,Hrana,Pom-Bär Snack Original 50 g,Pom-Bär,1.19,,,-0.2,spar,20.2
3859889154727,LAZANJE RAGUSA DOMAĆE 400 g,,2.39,,Hrana,Ragusa lazanje 400 g,Ragusa,1.99,,,0.4,kaufland,20.1
3859894035011,PRAH NEOPITROID 100 g,Neopitroid,2.99,,Proizvodi za kućanstvo,Neopitroid Insekticid prah univerz.100g,Neopitroid,2.49,,,0.5,kaufland,20.1
9001414709603,ZAČ.PAPAR ŠARENI KOTANYI 70 g,Kotanyi,3.59,,Hrana,Kotany papar šareni zrno 70g,Kotanyi,2.99,,,0.6,kaufland,20.1
5901086057658,ČAJ TEEKANE VOĆ. FRUIT L. 45 g,,2.39,,Pića,Teekanne Čaj voćni Fruit Love 45 g,Teekanne,1.99,,,0.4,kaufland,20.1
3870128034358,DET.VIO LIMUN&SODA BIKA.900 ml,,2.49,,Sredstva za čišćenje,Vio Deterdž.za suđe tekući limun 900ml,Vio,2.99,,,-0.5,spar,20.1
3856020282851,KOL.MUFF.CLASSIC DOLCELA 300 g,Dolcela,2.99,,Hrana,Dolcela Mješavina Muffins classic 300g,Dolcela,2.49,,,0.5,kaufland,20.1
3838977041439,TEKSAS PILEĆA KRILA 500 g,Perutnina,4.19,,Hrana,Piknik Texas krilca 500g,Piknik,3.49,,,0.7,kaufland,20.1
9002490210939,"ENERGETS.PIĆE RED BULL 0,355 L",Red Bull,1.99,,Pića,"Red Bull energy drink 0,355 l limenka",Red Bull,2.39,,,-0.4,spar,20.1
9000101386080,"DET.PUR CARE ALOVE VERA  1,2 L",Pur,3.99,,Sredstva za čišćenje,"Pur Det.za suđe Aloe vera 1,2 l",Pur,4.79,,,-0.8,spar,20.1
3856020279127,MEKSIČKI MIX O´PLANT 400 g,O´PLANT,2.49,,Hrana,O`Plant Povrće Meksički mix smrz.400g,O`Plant,2.99,,,-0.5,spar,20.1
3870128034563,"OME.VIOLETA LAGOON 1,61 L",Violeta,3.59,,Sredstva za čišćenje,Violeta Omekšivač Inten.Lag.53pr.1610ml,Violeta,2.99,,,0.6,kaufland,20.1
3870128035324,"OME.VIOLETA LUX 1,55 L",Violeta,3.59,,Sredstva za čišćenje,Violeta Omekšivač Ul.Int.Lux 51pr.1550ml,Violeta,2.99,,,0.6,kaufland,20.1
3870128034594,"OME.VIOLETA ORIGINAL 1,71 L",Violeta,3.59,,Sredstva za čišćenje,Violeta Omekšivač Int.Origin.57pr.1710ml,Violeta,2.99,,,0.6,kaufland,20.1
3870128034655,"OME.VIOLETA PARADISE 1,71 L",Violeta,3.59,,Sredstva za čišćenje,Violeta Omekšivač Int.Paradi.57pr.1710ml,Violeta,2.99,,,0.6,kaufland,20.1
9000101386295,"DET.PUR S.o CHEF LEMON 1,2 L",Pur,3.99,,Sredstva za čišćenje,"Pur det.za suđe limun 1,2 l",Pur,4.79,,,-0.8,spar,20.1
4015400922407,DET.JAR LEMON 450 ml,Jar,1.99,,Sredstva za čišćenje,"Jar deterdžent za suđe,limun 450 ml",Jar,2.39,,,-0.4,spar,20.1
